受管系统名称               产品代码 版本      状态
bl685-485ASFSdp:UAGENT00         UA   06.00.00.00 Y 
bl685-485:N53_BOP00              N5   06.00.00.XX Y 
bl685-485:R23CHECK_MONITOR00     R2   06.00.00.XX Y 
BL685-103ASFSdp:UAGENT00         UA   06.00.00.00 Y 
HP-BL685-545ASFSdp:UAGENT00      UA   06.00.00.00 Y 
MediaServerWH01ASFSdp:UAGENT00   UA   06.00.00.00 Y 
SJZ-SUMPASFSdp:UAGENT00          UA   06.00.00.00 Y 
WX-SUMPASFSdp:UAGENT00           UA   06.00.00.00 Y 
WHZB-SUMPASFSdp:UAGENT00         UA   06.00.00.00 Y 
NPORT-APP-P41ASFSdp:UAGENT00     UA   06.00.00.00 Y 
NPORT-APP-P41:R23CHECK_MONITOR00 R2   06.00.00.XX Y 
RZ:ITUMP-ITUMP-WLMQITUMP01:RDB   RZ   06.31.00.XX Y 
UMP-APP-P19ASFSdp:UAGENT00       UA   06.00.00.00 Y 
NPORT-APP-P31ASFSdp:UAGENT00     UA   06.00.00.00 Y 
NPORT-APP-P31:R23CHECK_MONITOR00 R2   06.00.00.XX Y 
BL460-32ASFSdp:UAGENT00          UA   06.00.00.00 Y 
BL460-32:R23CHECK_MONITOR00      R2   06.00.00.XX Y 
MediaServerWH02ASFSdp:UAGENT00   UA   06.00.00.00 Y 
bl685-435ASFSdp:UAGENT00         UA   06.00.00.00 Y 
bl685-435:R23CHECK_MONITOR00     R2   06.00.00.XX Y 
IFT-WEB-P01ASFSdp:UAGENT00       UA   06.00.00.00 Y 
IFT-WEB-P01:R23CHECK_MONITOR00   R2   06.00.00.XX Y 
IFT-WEB-P01:N68_IFT00            N6   06.00.00.XX Y 
CH242055ASFSdp:UAGENT00          UA   06.00.00.00 Y 
CH242055:N32_GTS00               N3   06.00.00.XX Y 
SIPServerWH01ASFSdp:UAGENT00     UA   06.00.00.00 Y 
BL685-W05ASFSdp:UAGENT00         UA   06.00.00.00 Y 
BL685-W05:R23CHECK_MONITOR00     R2   06.00.00.XX Y 
CCIAPPP03ASFSdp:UAGENT00         UA   06.00.00.00 Y 
RZ:monitor-ITUMP-TJITUMP01:RDB   RZ   06.31.00.XX Y 
CCIAPPP01ASFSdp:UAGENT00         UA   06.00.00.00 Y 
FlashGetWayWH02ASFSdp:UAGENT00   UA   06.00.00.00 Y 
ldpsmgrASFSdp:UAGENT00           UA   06.00.00.00 Y 
ldpsmgr:N54_ARCHIVE00            N5   06.00.00.XX Y 
SAMS-APP-P03ASFSdp:UAGENT00      UA   06.00.00.00 Y 
SAMS-APP-P02ASFSdp:UAGENT00      UA   06.00.00.00 Y 
SAMS-APP-P02:R23CHECK_MONITOR00  R2   06.00.00.XX Y 
SAMS-APP-P03:R23CHECK_MONITOR00  R2   06.00.00.XX Y 
UMP-APP-P01ASFSdp:UAGENT00       UA   06.00.00.00 Y 
CH242046ASFSdp:UAGENT00          UA   06.00.00.00 Y 
CH242046:N32_GTS00               N3   06.00.00.XX Y 
CH242042ASFSdp:UAGENT00          UA   06.00.00.00 Y 
CH242042:N32_GTS00               N3   06.00.00.XX Y 
bl685-251ASFSdp:UAGENT00         UA   06.00.00.00 Y 
BL685-W02ASFSdp:UAGENT00         UA   06.00.00.00 Y 
BL685-W02:R23CHECK_MONITOR00     R2   06.00.00.XX Y 
SAMS-APP-P01ASFSdp:UAGENT00      UA   06.00.00.00 Y 
SAMS-APP-P01:R23CHECK_MONITOR00  R2   06.00.00.XX Y 
sourceManagerWH02ASFSdp:UAGENT00 UA   06.00.00.00 Y 
AWP-WEB-P04ASFSdp:UAGENT00       UA   06.00.00.00 Y 
AWP-WEB-P04:R23CHECK_MONITOR00   R2   06.00.00.XX Y 
tivoli-APP-T01ASFSdp:UAGENT00    UA   06.00.00.00 Y 
IFTS-WEB-P01ASFSdp:UAGENT00      UA   06.00.00.00 Y 
IFTS-WEB-P01:R23CHECK_MONITOR00  R2   06.00.00.XX Y 
IFTS-WEB-P02ASFSdp:UAGENT00      UA   06.00.00.00 Y 
IFTS-WEB-P02:R23CHECK_MONITOR00  R2   06.00.00.XX Y 
CH242057ASFSdp:UAGENT00          UA   06.00.00.00 Y 
CH242057:N32_GTS00               N3   06.00.00.XX Y 
RZ:LDPSDB-LDPSDB-ldpsmgr:RDB     RZ   06.31.02.XX Y 
MFTAPP_bl685-251ASFSdp:UAGENT00  UA   06.00.00.00 Y 
MFTAPP_bl685-251:N18_MFT00       N1   06.00.00.XX Y 
se_jxqASFSdp:UAGENT00            UA   06.00.00.00 Y 
se_jxq:N73_EMC00                 N7   06.00.01.XX Y 
se_jxq:P09_EMC00                 P0   06.00.00.XX Y 
UMP-APP-P36ASFSdp:UAGENT00       UA   06.00.00.00 Y 
CH242044ASFSdp:UAGENT00          UA   06.00.00.00 Y 
CH242044:N32_GTS00               N3   06.00.00.XX Y 
CH242059ASFSdp:UAGENT00          UA   06.00.00.00 Y 
CH242059:N32_GTS00               N3   06.00.00.XX Y 
BL460-022ASFSdp:UAGENT00         UA   06.00.00.00 Y 
BL460-022:R23CHECK_MONITOR00     R2   06.00.00.XX Y 
YT-SUMPASFSdp:UAGENT00           UA   06.00.00.00 Y 
AWP-WEB-P01ASFSdp:UAGENT00       UA   06.00.00.00 Y 
AWP-WEB-P01:R23CHECK_MONITOR00   R2   06.00.00.XX Y 
UMP-APP-P18ASFSdp:UAGENT00       UA   06.00.00.00 Y 
RZ:ITUMP-ITUMP-LZITUMP01:RDB     RZ   06.31.00.XX Y 
RZ:ITUMP-ITUMP-HLJITUMP01:RDB    RZ   06.31.00.XX Y 
se_sdASFSdp:UAGENT00             UA   06.00.00.00 Y 
se_sd:N71_EMC00                  N7   06.00.01.XX Y 
AWP-WEB-P02ASFSdp:UAGENT00       UA   06.00.00.00 Y 
AWP-WEB-P02:R23CHECK_MONITOR00   R2   06.00.00.XX Y 
RZ:itump-ITUMP-YTITUMP01:RDB     RZ   06.31.00.XX Y 
AWP-WEB-P03ASFSdp:UAGENT00       UA   06.00.00.00 Y 
AWP-WEB-P03:R23CHECK_MONITOR00   R2   06.00.00.XX Y 
bl685-502ASFSdp:UAGENT00         UA   06.00.00.00 Y 
bl685-502:R23CHECK_MONITOR00     R2   06.00.00.XX Y 
RZ:ITUMP-ITUMP-WXITUMP01:RDB     RZ   06.31.00.XX Y 
RZ:ITUMP-ITUMP-QDITUMP01:RDB     RZ   06.31.00.XX Y 
RZ:ITUMP-ITUMP-NNITUMP01:RDB     RZ   06.31.00.XX Y 
RZ:ITUMP-ITUMP-CQITUMP01:RDB     RZ   06.31.00.XX Y 
RZ:ITUMP-ITUMP-SZITUMP01:RDB     RZ   06.31.00.XX Y 
RZ:ITUMP-ITUMP-HFITUMP01:RDB     RZ   06.31.00.XX Y 
bl685-100ASFSdp:UAGENT00         UA   06.00.00.00 Y 
bl685-100:R23CHECK_MONITOR00     R2   06.00.00.XX Y 
bl685-101ASFSdp:UAGENT00         UA   06.00.00.00 Y 
bl685-101:R23CHECK_MONITOR00     R2   06.00.00.XX Y 
BL460100ASFSdp:UAGENT00          UA   06.00.00.00 Y 
SAPP_SEBS-WDS-P01ASFSdp:UAGENT00 UA   06.00.00.00 Y 
SEBSAPP_SEBS-WDS-P01:N27_SEBS00  N2   06.00.00.XX Y 
SEBS-WDS-P01ASFSdp:UAGENT00      UA   06.00.00.00 Y 
SEBS-WDS-P01:R23CHECK_MONITOR00  R2   06.00.00.XX Y 
SEBS-WDS-P01:N54_ARCHIVE00       N5   06.00.00.XX Y 
bl685-555ASFSdp:UAGENT00         UA   06.00.00.00 Y 
GOLD-APP01-JXQASFSdp:UAGENT00    UA   06.00.00.00 Y 
GOLD-APP02-SDASFSdp:UAGENT00     UA   06.00.00.00 Y 
OLD-APP01-JXQ:R23CHECK_MONITOR00 R2   06.00.00.XX Y 
GOLD-APP02-SD:R23CHECK_MONITOR00 R2   06.00.00.XX Y 
emcsocsrv-sdASFSdp:UAGENT00      UA   06.00.00.00 Y 
emcsocsrv-sd:P30_NAVI00          P3   06.00.00.XX Y 
INTRAAPP01ASFSdp:UAGENT00        UA   06.00.00.00 Y 
INTRAAPP02ASFSdp:UAGENT00        UA   06.00.00.00 Y 
INTRAAPP01:R23CHECK_MONITOR00    R2   06.00.00.XX Y 
INTRAAPP02:R23CHECK_MONITOR00    R2   06.00.00.XX Y 
bl680-012ASFSdp:UAGENT00         UA   06.00.00.00 Y 
bl685-598ASFSdp:UAGENT00         UA   06.00.00.00 Y 
EBIS-APP-P04ASFSdp:UAGENT00      UA   06.00.00.00 Y 
EBIS-APP-P06ASFSdp:UAGENT00      UA   06.00.00.00 Y 
GOLD-APP01-JXQ:P26_GOLD_TRADE00  P2   06.00.02.XX Y 
GOLD-APP02-SD:P26_GOLD_TRADE00   P2   06.00.02.XX Y 
RZ:emrep-emrep-BL680-20:RDB      RZ   06.31.02.XX Y 
EBIS-APP-P04:M01_TUXEDO00        M0   06.00.00.XX Y 
EBIS-APP-P06:M01_TUXEDO00        M0   06.00.00.XX Y 
EBIS-APP-P04:P34_EBIS00          P3   06.00.01.XX Y 
EBIS-APP-P06:P34_EBIS00          P3   06.00.01.XX Y 
RZ:ITUMP-ITUMP-XAITUMP01:RDB     RZ   06.31.00.XX Y 
BL685645ASFSdp:UAGENT00          UA   06.00.00.00 Y 
BL685645:N54_ARCHIVE00           N5   06.00.00.XX Y 
10.1.37.180ASFSdp:UAGENT00       UA   06.00.00.00 Y 
TY102-M02ASFSdp:UAGENT00         UA   06.00.00.00 Y 
TY102-M02:P18_MYSQLEXT00         P1   06.00.00.XX Y 
TY101-M01ASFSdp:UAGENT00         UA   06.00.00.00 Y 
TY101-M01:P18_MYSQLEXT00         P1   06.00.00.XX Y 
RZ:ITUMP-ITUMP-JNITUMP01:RDB     RZ   06.31.00.XX Y 
bl680-062ASFSdp:UAGENT00         UA   06.00.00.00 Y 
bl680-062:N54_ARCHIVE00          N5   06.00.00.XX Y 
bl680-062:R23CHECK_MONITOR00     R2   06.00.00.XX Y 
BL680-209ASFSdp:UAGENT00         UA   06.00.00.00 Y 
BL680-209:N54_ARCHIVE00          N5   06.00.00.XX Y 
BL680-209:R23CHECK_MONITOR00     R2   06.00.00.XX Y 
dl380-066ASFSdp:UAGENT00         UA   06.00.00.00 Y 
dl380-066:N65_CAFCS00            N6   06.00.00.XX Y 
dl380-066:P18_MYSQLEXT00         P1   06.00.00.XX Y 
bl685-443ASFSdp:UAGENT00         UA   06.00.00.00 Y 
bl685-443:N54_ARCHIVE00          N5   06.00.00.XX Y 
bl685-443:R23CHECK_MONITOR00     R2   06.00.00.XX Y 
bl685-443:P08_EBCFP00            P0   06.00.00.XX Y 
BL685604ASFSdp:UAGENT00          UA   06.00.00.00 Y 
BL685604:N54_ARCHIVE00           N5   06.00.00.XX Y 
BL685604:N90_IFTPRC00            N9   06.00.00.XX Y 
DL380083ASFSdp:UAGENT00          UA   06.00.00.00 Y 
DL380083:R23CHECK_MONITOR00      R2   06.00.00.XX Y 
DL380073ASFSdp:UAGENT00          UA   06.00.00.00 Y 
DL380073:R23CHECK_MONITOR00      R2   06.00.00.XX Y 
bl685-531ASFSdp:UAGENT00         UA   06.00.00.00 Y 
bl685-531:N29_APPLOG00           N2   06.00.01.XX Y 
bl685-531:R23CHECK_MONITOR00     R2   06.00.00.XX Y 
bl685-530ASFSdp:UAGENT00         UA   06.00.00.00 Y 
bl685-530:N29_APPLOG00           N2   06.00.01.XX Y 
bl685-533ASFSdp:UAGENT00         UA   06.00.00.00 Y 
bl685-533:R53GDSERVERDAILY00     R5   06.00.00.XX Y 
bl685-533:N29_APPLOG00           N2   06.00.01.XX Y 
bl685-530:R23CHECK_MONITOR00     R2   06.00.00.XX Y 
bl685-533:R23CHECK_MONITOR00     R2   06.00.00.XX Y 
ELMS-APP-P01:UA                  UM   06.23.01.00 Y 
TOSP-DB-P04:UA                   UM   06.23.01.00 Y 
b590006:UA                       UM   06.23.01.00 Y 
b590008:UA                       UM   06.23.01.00 Y 
nf5280081:UA                     UM   06.23.01.00 Y 
VMS-WEB-P02:LZ                   LZ   06.23.01.00 Y 
IOAP-APP-P01:UA                  UM   06.23.01.00 Y 
BL685709:UA                      UM   06.23.01.00 Y 
NIMS-APP-P16:UA                  UM   06.23.01.00 Y 
cebfl:bl660150:RZ                RZ   06.31.02.02 Y 
bl685-163:UA                     UM   06.23.01.00 Y 
bl660210:UA                      UM   06.23.01.00 Y 
UMP-APP-P32:KUL                  UL   06.23.01.00 Y 
bl660150:UA                      UM   06.23.01.00 Y 
WHITUMP01:KUL                    UL   06.23.01.00 Y 
bl660167:UA                      UM   06.23.01.00 Y 
essc:b590015:RZ                  RZ   06.31.02.02 Y 
WHITUMP01:UA                     UM   06.23.01.00 Y 
NIMS-APP-P18:LZ                  LZ   06.23.01.00 Y 
ELMS-APP-P04:UA                  UM   06.23.01.00 Y 
ELMS-APP-P02:UA                  UM   06.23.01.00 Y 
ELMS-APP-P03:UA                  UM   06.23.01.00 Y 
NIMS-APP-P17:UA                  UM   06.23.01.00 Y 
NIMS-APP-P15:UA                  UM   06.23.01.00 Y 
NIMS-APP-P18:UA                  UM   06.23.01.00 Y 
TOSP-DB-P03:UA                   UM   06.23.01.00 Y 
FSS-APP-P02:UA                   UM   06.23.01.00 Y 
bl660224:UA                      UM   06.23.01.00 Y 
TOSP-APP-P02:UA                  UM   06.23.01.00 Y 
bl660228:UA                      UM   06.23.01.00 Y 
b590015:UA                       UM   06.23.01.00 Y 
BL685710:UA                      UM   06.23.01.00 Y 
AML-AWS-P02:LZ                   LZ   06.23.01.00 Y 
TOSP-APP-P02:LZ                  LZ   06.23.01.00 Y 
bl685756:LZ                      LZ   06.23.01.00 Y 
BL685171:LZ                      LZ   06.23.01.00 Y 
b590015:LZ                       LZ   06.23.01.00 Y 
AML-AWS-P01:LZ                   LZ   06.23.01.00 Y 
ASMDB:bl660228:UA                UM   06.23.01.00 Y 
bl685756:UA                      UM   06.23.01.00 Y 
b590006:LZ                       LZ   06.23.01.00 Y 
ELMS-APP-P02:LZ                  LZ   06.23.01.00 Y 
ELMS-APP-P04:LZ                  LZ   06.23.01.00 Y 
FSS-APP-P02:LZ                   LZ   06.23.01.00 Y 
bl660152:LZ                      LZ   06.23.01.00 Y 
ELMS-APP-P03:LZ                  LZ   06.23.01.00 Y 
ELMS-APP-P01:LZ                  LZ   06.23.01.00 Y 
BL685474:LZ                      LZ   06.23.01.00 Y 
bl660167:LZ                      LZ   06.23.01.00 Y 
TOSP-APP-P01:LZ                  LZ   06.23.01.00 Y 
BL685044:LZ                      LZ   06.23.01.00 Y 
BL685709:LZ                      LZ   06.23.01.00 Y 
bl685-163:LZ                     LZ   06.23.01.00 Y 
WHITUMP01:LZ                     LZ   06.23.01.00 Y 
bl660212:UA                      UM   06.23.01.00 Y 
nf5280083:LZ                     LZ   06.23.01.00 Y 
nf5280082:LZ                     LZ   06.23.01.00 Y 
nf5280086:LZ                     LZ   06.23.01.00 Y 
nf5280081:LZ                     LZ   06.23.01.00 Y 
bl660224:LZ                      LZ   06.23.01.00 Y 
bl660228:LZ                      LZ   06.23.01.00 Y 
b590013:LZ                       LZ   06.23.01.00 Y 
ASMDB:bl660212:UA                UM   06.23.01.00 Y 
BL685710:LZ                      LZ   06.23.01.00 Y 
BL685171:UA                      UM   06.23.01.00 Y 
nf5280083:UA                     UM   06.23.01.00 Y 
nf5280082:UA                     UM   06.23.01.00 Y 
nf5280086:UA                     UM   06.23.01.00 Y 
UMP-APP-P32:LZ                   LZ   06.23.01.00 Y 
NIMS-WEB-P02:UA                  UM   06.23.01.00 Y 
NIMS-WEB-P01:UA                  UM   06.23.01.00 Y 
TOSP-APP-P01:UA                  UM   06.23.01.00 Y 
BL685474:UA                      UM   06.23.01.00 Y 
essc:b590008:RZ                  RZ   06.31.02.02 Y 
BL685474:KUL                     UL   06.23.05.00 Y 
UMP-APP-P32:UA                   UM   06.23.01.00 Y 
ESSC-APP-P02:UA                  UM   06.23.01.00 Y 
ESSC-APP-P02:LZ                  LZ   06.23.01.00 Y 
TOSP-DB-P04:LZ                   LZ   06.23.01.00 Y 
bl660210:LZ                      LZ   06.23.01.00 Y 
bl660163:LZ                      LZ   06.23.01.00 Y 
bl660150:LZ                      LZ   06.23.01.00 Y 
TOSP-DB-P03:LZ                   LZ   06.23.01.00 Y 
b590034:UA                       UM   06.23.01.00 Y 
b590035:UA                       UM   06.23.01.00 Y 
b590014:UA                       UM   06.23.01.00 Y 
b590016:UA                       UM   06.23.01.00 Y 
AML-AWS-P02:UA                   UM   06.23.01.00 Y 
bl660212:LZ                      LZ   06.23.01.00 Y 
b590008:LZ                       LZ   06.23.01.00 Y 
AML-AWS-P01:UA                   UM   06.23.01.00 Y 
NIMS-WEB-P01:LZ                  LZ   06.23.01.00 Y 
ZHITUMP09:UA                     UM   06.23.01.00 Y 
BL685044:UA                      UM   06.23.01.00 Y 
essc:b590006:RZ                  RZ   06.31.02.02 Y 
bl660163:UA                      UM   06.23.01.00 Y 
VMS-WEB-P02:UA                   UM   06.23.01.00 Y 
NIMS-WEB-P02:LZ                  LZ   06.23.01.00 Y 
NIMS-APP-P16:LZ                  LZ   06.23.01.00 Y 
NIMS-APP-P17:LZ                  LZ   06.23.01.00 Y 
NIMS-APP-P15:LZ                  LZ   06.23.01.00 Y 
elms:bl660167:RZ                 RZ   06.31.02.02 Y 
essc:b590013:RZ                  RZ   06.31.02.02 Y 
CCS-SLB-APP-P02:UA               UM   06.23.01.00 Y 
CCS-NLU-APP-P02:UA               UM   06.23.01.00 Y 
CCS-SLB-APP-P01:UA               UM   06.23.01.00 Y 
CCS-RED-APP-P01:UA               UM   06.23.01.00 Y 
CCS-BRK-APP-P01:UA               UM   06.23.01.00 Y 
CCS-DBI-APP-P02:UA               UM   06.23.01.00 Y 
b590013:UA                       UM   06.23.01.00 Y 
CCS-RED-APP-P02:UA               UM   06.23.01.00 Y 
CCS-BRK-APP-P02:UA               UM   06.23.01.00 Y 
CCS-HTP-APP-P02:UA               UM   06.23.01.00 Y 
CCS-NLU-APP-P01:UA               UM   06.23.01.00 Y 
CCS-DBI-APP-P01:UA               UM   06.23.01.00 Y 
b590034:LZ                       LZ   06.23.01.00 Y 
b590014:LZ                       LZ   06.23.01.00 Y 
b590016:LZ                       LZ   06.23.01.00 Y 
b590035:LZ                       LZ   06.23.01.00 Y 
bl660152:UA                      UM   06.23.01.00 Y 
IOAP-DB-P04:LZ                   LZ   06.23.01.00 Y 
UMP-APP-P33:LZ                   LZ   06.23.01.00 Y 
UMP-APP-P33:KUL                  UL   06.23.01.00 Y 
IOAP-DB-P04:UA                   UM   06.23.01.00 Y 
ch242007:LZ                      LZ   06.23.01.00 Y 
IOAP-APP-P01:LZ                  LZ   06.23.01.00 Y 
bl660210ASFSdp:UAGENT00          UA   06.00.00.00 Y 
bl660210:N84_OEBIP00             N8   06.00.00.XX Y 
bl660210:M01_TUXEDO00            M0   06.00.00.XX Y 
bl660150ASFSdp:UAGENT00          UA   06.00.00.00 Y 
bl685674:LZ                      LZ   06.23.01.00 Y 
WHITUMP01ASFSdp:UAGENT00         UA   06.00.00.00 Y 
bl685674:UA                      UM   06.23.01.00 Y 
NIMS-APP-P15ASFSdp:UAGENT00      UA   06.00.00.00 Y 
NIMS-APP-P17ASFSdp:UAGENT00      UA   06.00.00.00 Y 
NIMS-APP-P15:P18_MYSQLEXT00      P1   06.00.00.XX Y 
NIMS-APP-P18ASFSdp:UAGENT00      UA   06.00.00.00 Y 
TOSP-DB-P03ASFSdp:UAGENT00       UA   06.00.00.00 Y 
TOSP-DB-P03:N54_ARCHIVE00        N5   06.00.00.XX Y 
TOSP-DB-P03:N90_IFTPRC00         N9   06.00.00.XX Y 
FSS-APP-P02ASFSdp:UAGENT00       UA   06.00.00.00 Y 
bl660224ASFSdp:UAGENT00          UA   06.00.00.00 Y 
bl660224:N84_OEBIP00             N8   06.00.00.XX Y 
bl660224:M01_TUXEDO00            M0   06.00.00.XX Y 
TOSP-APP-P02ASFSdp:UAGENT00      UA   06.00.00.00 Y 
TOSP-APP-P02:R23CHECK_MONITOR00  R2   06.00.00.XX Y 
bl660228ASFSdp:UAGENT00          UA   06.00.00.00 Y 
b590015ASFSdp:UAGENT00           UA   06.00.00.00 Y 
b590015:N54_ARCHIVE00            N5   06.00.00.XX Y 
BL685710ASFSdp:UAGENT00          UA   06.00.00.00 Y 
BL685710:N54_ARCHIVE00           N5   06.00.00.XX Y 
ASMDB_bl660228ASFSdp:UAGENT00    UA   06.00.00.00 Y 
ASMDB_bl660228:N98_ORACLEASM00   N9   06.00.00.XX Y 
bl685756ASFSdp:UAGENT00          UA   06.00.00.00 Y 
bl660212ASFSdp:UAGENT00          UA   06.00.00.00 Y 
ASMDB_bl660212ASFSdp:UAGENT00    UA   06.00.00.00 Y 
ASMDB_bl660212:N98_ORACLEASM00   N9   06.00.00.XX Y 
BL685171ASFSdp:UAGENT00          UA   06.00.00.00 Y 
BL685171:R23CHECK_MONITOR00      R2   06.00.00.XX Y 
BL685171:P01_HKNBANK00           P0   06.00.00.XX Y 
NIMS-WEB-P02ASFSdp:UAGENT00      UA   06.00.00.00 Y 
NIMS-WEB-P02:P18_MYSQLEXT00      P1   06.00.00.XX Y 
NIMS-WEB-P01ASFSdp:UAGENT00      UA   06.00.00.00 Y 
NIMS-WEB-P01:P18_MYSQLEXT00      P1   06.00.00.XX Y 
TOSP-APP-P01ASFSdp:UAGENT00      UA   06.00.00.00 Y 
TOSP-APP-P01:R23CHECK_MONITOR00  R2   06.00.00.XX Y 
BL685474ASFSdp:UAGENT00          UA   06.00.00.00 Y 
RZ:RZ-essc-b590008:RDB           RZ   06.31.02.XX Y 
AML-AWS-P02ASFSdp:UAGENT00       UA   06.00.00.00 Y 
AML-AWS-P02:R23CHECK_MONITOR00   R2   06.00.00.XX Y 
AML-AWS-P01ASFSdp:UAGENT00       UA   06.00.00.00 Y 
AML-AWS-P01:R23CHECK_MONITOR00   R2   06.00.00.XX Y 
BL685044ASFSdp:UAGENT00          UA   06.00.00.00 Y 
BL685044:R23CHECK_MONITOR00      R2   06.00.00.XX Y 
BL685044:P01_HKNBANK00           P0   06.00.00.XX Y 
RZ:RZ-essc-b590006:RDB           RZ   06.31.02.XX Y 
bl660163ASFSdp:UAGENT00          UA   06.00.00.00 Y 
VMS-WEB-P02ASFSdp:UAGENT00       UA   06.00.00.00 Y 
bl685674ASFSdp:UAGENT00          UA   06.00.00.00 Y 
RZ:RZ-elms-bl660167:RDB          RZ   06.31.02.XX Y 
RZ:RZ-essc-b590013:RDB           RZ   06.31.02.XX Y 
b590013ASFSdp:UAGENT00           UA   06.00.00.00 Y 
b590013:N54_ARCHIVE00            N5   06.00.00.XX Y 
bl660152ASFSdp:UAGENT00          UA   06.00.00.00 Y 
ELMS-APP-P01ASFSdp:UAGENT00      UA   06.00.00.00 Y 
TOSP-DB-P04ASFSdp:UAGENT00       UA   06.00.00.00 Y 
TOSP-DB-P04:N54_ARCHIVE00        N5   06.00.00.XX Y 
TOSP-DB-P04:N90_IFTPRC00         N9   06.00.00.XX Y 
b590006ASFSdp:UAGENT00           UA   06.00.00.00 Y 
b590006:N54_ARCHIVE00            N5   06.00.00.XX Y 
b590008ASFSdp:UAGENT00           UA   06.00.00.00 Y 
b590008:N54_ARCHIVE00            N5   06.00.00.XX Y 
NIMS-APP-P16ASFSdp:UAGENT00      UA   06.00.00.00 Y 
BL685709ASFSdp:UAGENT00          UA   06.00.00.00 Y 
NIMS-APP-P16:P18_MYSQLEXT00      P1   06.00.00.XX Y 
RZ:RZ-cebfl-bl660150:RDB         RZ   06.31.02.XX Y 
bl685-163ASFSdp:UAGENT00         UA   06.00.00.00 Y 
BL685709:N54_ARCHIVE00           N5   06.00.00.XX Y 
bl685-163:N54_ARCHIVE00          N5   06.00.00.XX Y 
bl660167ASFSdp:UAGENT00          UA   06.00.00.00 Y 
RZ:RZ-essc-b590015:RDB           RZ   06.31.02.XX Y 
ELMS-APP-P04ASFSdp:UAGENT00      UA   06.00.00.00 Y 
ELMS-APP-P02ASFSdp:UAGENT00      UA   06.00.00.00 Y 
ELMS-APP-P03ASFSdp:UAGENT00      UA   06.00.00.00 Y 
ELMS-APP-P03:R23CHECK_MONITOR00  R2   06.00.00.XX Y 
UMP-APP-P32ASFSdp:UAGENT00       UA   06.00.00.00 Y 
ZHITUMP09ASFSdp:UAGENT00         UA   06.00.00.00 Y 
ZHITUMP09:N97_F500               N9   06.00.00.XX Y 
BL685474:N99_LINUXEXT00          N9   06.00.01.XX Y 
b590014ASFSdp:UAGENT00           UA   06.00.00.00 Y 
b590034ASFSdp:UAGENT00           UA   06.00.00.00 Y 
b590016ASFSdp:UAGENT00           UA   06.00.00.00 Y 
b590035ASFSdp:UAGENT00           UA   06.00.00.00 Y 
b590014:N54_ARCHIVE00            N5   06.00.00.XX Y 
b590034:N54_ARCHIVE00            N5   06.00.00.XX Y 
b590016:N54_ARCHIVE00            N5   06.00.00.XX Y 
b590035:N54_ARCHIVE00            N5   06.00.00.XX Y 
ESSC-APP-P02ASFSdp:UAGENT00      UA   06.00.00.00 Y 
ESSC-APP-P02:R23CHECK_MONITOR00  R2   06.00.00.XX Y 
IOAP-DB-P04ASFSdp:UAGENT00       UA   06.00.00.00 Y 
IOAP-DB-P04:N54_ARCHIVE00        N5   06.00.00.XX Y 
IOAP-APP-P01ASFSdp:UAGENT00      UA   06.00.00.00 Y 
IOAP-APP-P01:R23CHECK_MONITOR00  R2   06.00.00.XX Y 
nf5280083ASFSdp:UAGENT00         UA   06.00.00.00 Y 
nf5280082ASFSdp:UAGENT00         UA   06.00.00.00 Y 
nf5280086ASFSdp:UAGENT00         UA   06.00.00.00 Y 
nf5280083:N99_LINUXEXT00         N9   06.00.01.XX Y 
nf5280082:N99_LINUXEXT00         N9   06.00.01.XX Y 
nf5280086:N99_LINUXEXT00         N9   06.00.01.XX Y 
nf5280081ASFSdp:UAGENT00         UA   06.00.00.00 Y 
nf5280081:N99_LINUXEXT00         N9   06.00.01.XX Y 
CCS-SLB-APP-P02ASFSdp:UAGENT00   UA   06.00.00.00 Y 
CCS-NLU-APP-P02ASFSdp:UAGENT00   UA   06.00.00.00 Y 
CCS-SLB-APP-P01ASFSdp:UAGENT00   UA   06.00.00.00 Y 
CCS-DBI-APP-P02ASFSdp:UAGENT00   UA   06.00.00.00 Y 
CCS-RED-APP-P01ASFSdp:UAGENT00   UA   06.00.00.00 Y 
CCS-BRK-APP-P01ASFSdp:UAGENT00   UA   06.00.00.00 Y 
CCS-RED-APP-P02ASFSdp:UAGENT00   UA   06.00.00.00 Y 
CCS-HTP-APP-P02ASFSdp:UAGENT00   UA   06.00.00.00 Y 
